Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_m_cat_all_SVM/version_0,0.7197916507720947,0.32499998807907104,0.6785714030265808,0.6666666865348816,0.6833333373069763,0.5952380895614624,0.9166666865348816,0.46666666865348816
b_m_cat_all_SVM/version_1,0.7826797366142273,0.24264705181121826,0.7599999904632568,0.75,0.7647058963775635,0.3333333432674408,0.9166666865348816,0.05882352963089943
b_m_cat_all_SVM/version_2,0.8663911819458008,0.13333332538604736,0.8636363744735718,0.8787878751754761,0.8545454740524292,0.5227272510528564,0.9090909361839294,0.290909081697464
b_m_cat_all_SVM/version_3,0.8205128312110901,0.21688032150268555,0.7848101258277893,0.7777777910232544,0.7884615659713745,0.3670886158943176,0.8888888955116272,0.09615384787321091
b_m_cat_all_SVM/version_4,0.7731181979179382,0.29516130685806274,0.70652174949646,0.699999988079071,0.7096773982048035,0.42391303181648254,0.8999999761581421,0.19354838132858276
b_m_cat_all_NN/version_0,0.7149304747581482,0.3708333373069763,0.6309523582458496,0.625,0.6333333253860474,0.6190476417541504,0.9166666865348816,0.5
b_m_cat_all_NN/version_1,0.779411792755127,0.24264705181121826,0.7599999904632568,0.75,0.7647058963775635,0.2933333218097687,0.9166666865348816,0.0
b_m_cat_all_NN/version_2,0.8889807462692261,0.14848482608795166,0.8522727489471436,0.8484848737716675,0.8545454740524292,0.4886363744735718,0.9090909361839294,0.23636363446712494
b_m_cat_all_NN/version_3,0.8212251663208008,0.26424503326416016,0.7341772317886353,0.7407407164573669,0.7307692170143127,0.3670886158943176,0.8888888955116272,0.09615384787321091
b_m_cat_all_NN/version_4,0.8064515590667725,0.3032258152961731,0.695652186870575,0.699999988079071,0.6935483813285828,0.5869565010070801,0.8999999761581421,0.4354838728904724
b_m_cat_all_LogisticRegression/version_0,0.758680522441864,0.2750000059604645,0.7142857313156128,0.75,0.699999988079071,0.5714285969734192,0.9166666865348816,0.4333333373069763
b_m_cat_all_LogisticRegression/version_1,0.7941175699234009,0.25245097279548645,0.746666669845581,0.75,0.7450980544090271,0.2933333218097687,0.9166666865348816,0.0
b_m_cat_all_LogisticRegression/version_2,0.8961432576179504,0.14848482608795166,0.8522727489471436,0.8484848737716675,0.8545454740524292,0.5,0.9090909361839294,0.2545454502105713
b_m_cat_all_LogisticRegression/version_3,0.8354700803756714,0.21688032150268555,0.7848101258277893,0.7777777910232544,0.7884615659713745,0.4683544337749481,0.8888888955116272,0.25
b_m_cat_all_LogisticRegression/version_4,0.8290322422981262,0.27849462628364563,0.717391312122345,0.7333333492279053,0.7096773982048035,0.70652174949646,0.8999999761581421,0.6129032373428345
b_m_cat_all_LinearRegression/version_0,0.7545138597488403,0.3333333134651184,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.4047619104385376,0.9166666865348816,0.20000000298023224
b_m_cat_all_LinearRegression/version_1,0.781862735748291,0.21200978755950928,0.7866666913032532,0.7916666865348816,0.7843137383460999,0.2933333218097687,0.9166666865348816,0.0
b_m_cat_all_LinearRegression/version_2,0.8911845684051514,0.15757575631141663,0.8409090638160706,0.8484848737716675,0.8363636136054993,0.46590909361839294,0.9090909361839294,0.20000000298023224
b_m_cat_all_LinearRegression/version_3,0.8433048725128174,0.22649571299552917,0.7721518874168396,0.7777777910232544,0.7692307829856873,0.5063291192054749,0.8888888955116272,0.3076923191547394
b_m_cat_all_LinearRegression/version_4,0.8263441920280457,0.2704300880432129,0.72826087474823,0.7333333492279053,0.725806474685669,0.70652174949646,0.8999999761581421,0.6129032373428345
b_m_BRCA_RandomForest/version_0,0.6815972328186035,0.3916666805744171,0.6190476417541504,0.5833333134651184,0.6333333253860474,0.4404761791229248,0.875,0.2666666805744171
b_m_BRCA_RandomForest/version_1,0.6053920984268188,0.44485291838645935,0.5600000023841858,0.5416666865348816,0.5686274766921997,0.41333332657814026,0.8333333134651184,0.21568627655506134
b_m_BRCA_RandomForest/version_2,0.8936639428138733,0.20606058835983276,0.7954545617103577,0.7878788113594055,0.800000011920929,0.8295454382896423,0.9090909361839294,0.7818182110786438
